new_tweet,tokens,vaccinated,sentiment_score,sentiment_label,favorite_count,retweet_count,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,favorite_log,retweet_log,user_favourites_log,user_followers_log,user_friends_log,user_listed_log
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,678,48,337,3,0.0,6.35088571671474,6.519147287940395,3.871201010907891,5.820082930352362,1.0986122886681098
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,91572,250,1189,2,0.0,6.35088571671474,11.424880827077633,5.521460917862246,7.080867896690782,0.6931471805599453
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,21915,118,187,2,0.0,6.35088571671474,9.99492661285291,4.770684624465665,5.231108616854587,0.6931471805599453
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,4997,45,157,1,0.0,6.35088571671474,8.516593011344206,3.8066624897703196,5.056245805348308,0.0
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,773,22,44,1,0.0,6.35088571671474,6.650279048587422,3.091042453358316,3.784189633918261,0.0
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,25690,167,418,1,0.0,6.35088571671474,10.15385709010393,5.117993812416755,6.035481432524756,0.0
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,84246,152,220,6,0.0,6.35088571671474,11.341496369342698,5.0238805208462765,5.393627546352362,1.791759469228055
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,33350,302,185,1,0.0,6.35088571671474,10.414813051343769,5.71042701737487,5.220355825078324,0.0
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,13794,762,873,1,0.0,6.35088571671474,9.531988993991236,6.635946555686647,6.771935555839602,0.0
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,228060,4168,5002,17,0.0,6.35088571671474,12.337364031211349,8.335191583433202,8.517593111437565,2.833213344056216
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,89339,565,925,3,0.0,6.35088571671474,11.400193401648927,6.336825731146441,6.829793737512425,1.0986122886681098
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,192,14,89,1,0.0,6.35088571671474,5.2574953720277815,2.6390573296152584,4.48863636973214,0.0
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,11609,207,1057,1,0.0,6.35088571671474,9.359535938338036,5.332718793265369,6.963189985870238,0.0
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,25568,525,4813,7,0.0,6.35088571671474,10.149096848566002,6.263398262591624,8.47907586930311,1.9459101490553132
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,37162,1030,466,44,0.0,6.35088571671474,10.5230420127927,6.937314081223682,6.144185634125646,3.784189633918261
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,15533,191,1398,1,0.0,6.35088571671474,9.650722071987907,5.25227342804663,7.242797922793756,0.0
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,76639,1341,918,127,0.0,6.35088571671474,11.246861364542914,7.201170883281678,6.822197390620491,4.844187086458591
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,13686,119,288,1,0.0,6.35088571671474,9.524128691512443,4.77912349311153,5.662960480135946,0.0
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,389,118,164,1,0.0,6.35088571671474,5.963579343618446,4.770684624465665,5.099866427824199,0.0
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,10318,119,241,2,0.0,6.35088571671474,9.241645221804594,4.77912349311153,5.484796933490655,0.6931471805599453
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,28259,54,533,1,0.0,6.35088571671474,10.249167269908254,3.9889840465642745,6.278521424165844,0.0
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,6,6,71,1,0.0,6.35088571671474,1.791759469228055,1.791759469228055,4.2626798770413155,0.0
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,44727,283,512,4,0.0,6.35088571671474,10.708332625096508,5.645446897643238,6.238324625039508,1.3862943611198906
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,12854,182,1413,1,0.0,6.35088571671474,9.461410325931231,5.204006687076795,7.253470382684528,0.0
"Covid jab done. âœ… astrazeneca AztraZeneca, of course.âœ… Thanks to all the amazing scientists ; medics who delivered the Covid vaccine. âœ… No thanks to vaccine passports. âŒ No one should need a vaccine passport to live as a free citizen in their own country. âŒ",covid jab astrazeneca aztrazeneca course thank amaze scientists medics deliver covid vaccine thank vaccine passports need vaccine passport live free citizen country,1,0.8957,positive,1,573,40503,298,3498,5,0.0,6.35088571671474,10.609131324425356,5.697093486505405,8.159946655578548,1.6094379124341003
Covid jabs not vaccine. They are experimental injections that are not approved. For good reason. They are dangerous.,covid jab vaccine experimental injections approve good reason dangerous,0,-0.0516,negative,8,1,22938,275,301,1,2.0794415416798357,0.0,10.040550202924468,5.616771097666572,5.707110264748875,0.0
Covid vaccinated! Because I'm an astrazeneca graduate they gave me the astrazeneca jab.,covid vaccinate astrazeneca graduate give astrazeneca jab,1,0.0,neutral,1,1,16230,1263,4999,4,0.0,0.0,9.694616660508636,7.141245122350491,8.51699317141357,1.3862943611198906
"Covid19 Jab Done, Vaccine Roll Out Is Very Efficient, Huge Success To All Heroes Thank You",covid jab vaccine roll efficient huge success heroes thank,1,0.9274,positive,1,1,36165,248,232,3,0.0,0.0,10.495847079283381,5.5134287461649825,5.44673737166631,1.0986122886681098
"CoWin sent an early morning reminder that my second dose of Covid vaccine is on 1st April. Registered my name and got the confirmation. - Get yourself vaccinated. - If you can afford it, pay Rs.250. (Someone else deserving will get the free jab). - Keep Following the SOP.",cowin send early morning reminder second dose covid vaccine april register get confirmation vaccinate afford pay deserve free jab follow sop,1,0.4404,positive,1,10,122696,788,602,67,0.0,2.302585092994046,11.717465030330615,6.669498089857879,6.400257445308821,4.204692619390966
"CoWin sent an early morning reminder that my second dose of Covid vaccine is on 1st April. Registered my name and got the confirmation. - Get yourself vaccinated. - If you can afford it, pay Rs.250. (Someone else deserving will get the free jab). - Keep Following the SOP.",cowin send early morning reminder second dose covid vaccine april register get confirmation vaccinate afford pay deserve free jab follow sop,1,0.4404,positive,1,10,114656,612,486,11,0.0,2.302585092994046,11.649691620104681,6.416732282512326,6.186208623900494,2.3978952727983707
"CoWin sent an early morning reminder that my second dose of Covid vaccine is on 1st April. Registered my name and got the confirmation. - Get yourself vaccinated. - If you can afford it, pay Rs.250. (Someone else deserving will get the free jab). - Keep Following the SOP.",cowin send early morning reminder second dose covid vaccine april register get confirmation vaccinate afford pay deserve free jab follow sop,1,0.4404,positive,1,10,385727,2012,2151,3,0.0,2.302585092994046,12.862885144338941,7.60688453121963,7.67368812926773,1.0986122886681098
"CoWin sent an early morning reminder that my second dose of Covid vaccine is on 1st April. Registered my name and got the confirmation. - Get yourself vaccinated. - If you can afford it, pay Rs.250. (Someone else deserving will get the free jab). - Keep Following the SOP.",cowin send early morning reminder second dose covid vaccine april register get confirmation vaccinate afford pay deserve free jab follow sop,1,0.4404,positive,1,10,43482,105,473,1,0.0,2.302585092994046,10.680102338337337,4.653960350157523,6.159095388491933,0.0
"CoWin sent an early morning reminder that my second dose of Covid vaccine is on 1st April. Registered my name and got the confirmation. - Get yourself vaccinated. - If you can afford it, pay Rs.250. (Someone else deserving will get the free jab). - Keep Following the SOP.",cowin send early morning reminder second dose covid vaccine april register get confirmation vaccinate afford pay deserve free jab follow sop,1,0.4404,positive,1,10,236083,470,764,60,0.0,2.302585092994046,12.37193871709284,6.152732694704104,6.638567789166521,4.0943445622221
"CoWin sent an early morning reminder that my second dose of Covid vaccine is on 1st April. Registered my name and got the confirmation. - Get yourself vaccinated. - If you can afford it, pay Rs.250. (Someone else deserving will get the free jab). - Keep Following the SOP.",cowin send early morning reminder second dose covid vaccine april register get confirmation vaccinate afford pay deserve free jab follow sop,1,0.4404,positive,1,10,33890,242,316,4,0.0,2.302585092994046,10.430875264601097,5.488937726156687,5.755742213586912,1.3862943611198906
crazy bro I really had to pre-order a Chance at a vaccine appointment like it's a raffle for some Js,crazy bro pre order chance vaccine appointment like raffle,1,0.2732,positive,1,2,66623,99,246,2,0.0,0.6931471805599453,11.106805142255848,4.59511985013459,5.5053315359323625,0.6931471805599453
crazy bro I really had to pre-order a Chance at a vaccine appointment like it's a raffle for some Js,crazy bro pre order chance vaccine appointment like raffle,1,0.2732,positive,14,2,13242,1368,349,6,2.6390573296152584,0.6931471805599453,9.491148875484791,7.221105098182496,5.855071922202427,1.791759469228055
"Crossing fingers and toes 18+ workers in the M6N postal code are added to the table. I've got my jab because I live in a hot spot (and work in another) but my two co workers who are under 40 live surrounded by hot spots, work in one but haven't qualified and are anxiously waiting",cross finger toe workers postal code add table get jab live hot spot work workers live surround hot spot work haven qualify anxiously wait,1,-0.2263,negative,1,3,7514,203,280,5,0.0,1.0986122886681098,8.924523226133914,5.313205979041787,5.634789603169249,1.6094379124341003
"Cum on GUYS, We are all in this together. I have had the astrazeneca jab....absolutely NO After effects ! DON'T be the one....to Pass covid on !",cum guy astrazeneca jab absolutely effect pass covid,1,0.0,neutral,1,2,14,2041,2,10,0.0,0.6931471805599453,2.6390573296152584,7.621195162809845,0.6931471805599453,2.302585092994046
Curious to know how many first and second vaccine jabs were booked today alone in . I know of 7 seconds in my immediate circle. We had fun sharing our waiting walks. Two more at least if London-Middlesex allowed before April 18.,curious know second vaccine jab book today know second immediate circle fun share wait walk london middlesex allow april,1,0.8271,positive,1,1,556,202,612,10,0.0,0.0,6.320768294250582,5.308267697401205,6.416732282512326,2.302585092994046
"Current iterations are only good for like 6 mos then you need a booster. I don't like getting jabbed regularly like that. Also,  is just really slow at this vaccine stuff. So, it'll be a few months before I even get it.",current iterations good like mos need booster like get jab regularly like slow vaccine stuff months,0,0.8555,positive,4,1,44086,4161,214,147,1.3862943611198906,0.0,10.693897550716283,8.333510708982942,5.365976015021851,4.990432586778736
Currently in line for my second vaccine jab at government hospital in Rishikesh. I am pleased to report the quality of masks among people also waiting has improved since last time. Almost everyone has their nose covered this time. There's even a couple of double masks!,currently line second vaccine jab government hospital rishikesh please report quality mask people wait improve time nose cover time couple double mask,1,0.6369,positive,1,4,30402,136,217,1,0.0,1.3862943611198906,10.322263674703965,4.912654885736052,5.37989735354046,0.0
Currently in the post-jab waiting area. Happy to be part of #TeamPfizer and so grateful that I have received my first vaccine!!!! The staff at #MTCC have been wonderful! ðŸ™ðŸ» #,currently post jab wait area happy grateful receive vaccine staff wonderful,1,0.886,positive,10,1,2980,190,808,5,2.302585092994046,0.0,7.9996785794994505,5.247024072160486,6.694562058521095,1.6094379124341003
currently waiting for my first COVID vaccine at the TIC. Good processes in place all staff very pleasant and friendly giving out clear instructions,currently wait covid vaccine tic good process place staff pleasant friendly give clear instructions,1,0.9001,positive,1,1,2676,215,76,29,0.0,0.0,7.892078421248119,5.3706380281276624,4.330733340286331,3.367295829986474
cute meet at the vaccine clinic call that â€˜jab' we met,cute meet vaccine clinic jab meet,1,0.4588,positive,1,170,267342,666,1832,4,0.0,5.135798437050262,12.496284016607678,6.501289670540389,7.513163545234075,1.3862943611198906
cute meet at the vaccine clinic call that â€˜jab' we met,cute meet vaccine clinic jab meet,1,0.4588,positive,1,170,168618,622,439,10,0.0,5.135798437050262,12.035391080417119,6.432940092739179,6.0844994130751715,2.302585092994046
cute meet at the vaccine clinic call that â€˜jab' we met,cute meet vaccine clinic jab meet,1,0.4588,positive,1,170,40461,677,591,22,0.0,5.135798437050262,10.608093826184968,6.517671272912275,6.3818160174060985,3.091042453358316
cute meet at the vaccine clinic call that â€˜jab' we met,cute meet vaccine clinic jab meet,1,0.4588,positive,1,170,85373,1464,696,32,0.0,5.135798437050262,11.354785170537204,7.288927694521257,6.54534966033442,3.4657359027997265
"Cynical old me but is there a link in constant fault finding ; criticism of astrazeneca Astra Zeneca's not for profit vaccine versus the potential vast profit making opportunities for Pfizer vaccine ; other producers as AZ is undermined? I've happily had my AZ jab,I'm proud to say.",cynical old link constant fault find criticism astrazeneca astra zeneca profit vaccine versus potential vast profit make opportunities pfizer vaccine producers undermine happily jab proud,1,0.6908,positive,3,1,12760,549,189,4,1.0986122886681098,0.0,9.454070556898781,6.3080984415095305,5.241747015059643,1.3862943611198906
"Dad got his first vaccine dose today. So both of my parents have now had it. Very happy son here. Light at the end of the tunnel, indeed.",dad get vaccine dose today parent happy son light end tunnel,1,0.5719,positive,86,3,9729,4808,1707,106,4.454347296253507,1.0986122886681098,9.182866394975427,8.478036476215044,7.442492722794441,4.663439094112067
"Dad got his first vaccine dose today. So both of my parents have now had it. Very happy son here. Light at the end of the tunnel, indeed.",dad get vaccine dose today parent happy son light end tunnel,1,0.5719,positive,1,3,256786,3973,4759,161,0.0,1.0986122886681098,12.455998332177874,8.287276755814599,8.46779284112111,5.081404364984463
Dad's favorite gift this year was getting his first dose of the vaccine on his 81st birthday. Happy Birthday Dad! Thank you #TeamVaccine #COVaxHRH,dad favorite gift year get dose vaccine birthday happy birthday dad thank,1,0.9022,positive,7,2,125,4,173,1,1.9459101490553132,0.6931471805599453,4.8283137373023015,1.3862943611198906,5.153291594497779,0.0
Dad's favorite gift this year was getting his first dose of the vaccine on his 81st birthday. Happy Birthday Dad! Thank you #TeamVaccine #COVaxHRH,dad favorite gift year get dose vaccine birthday happy birthday dad thank,1,0.9022,positive,1,2,1499,1564,453,14,0.0,0.6931471805599453,7.312553498102598,7.355001921105257,6.115892125483034,2.6390573296152584
"Dateline April 8- Up bright and early, had a seamless #MiWay #transit to Peel Public Health clinic. So glad to get my #Pfizer jab! #COVID #vaccine",dateline april bright early seamless peel public health clinic glad jab,1,0.7096,positive,1,1,4904,1681,4845,141,0.0,0.0,8.497806477616047,7.427144133408616,8.485702524324866,4.948759890378168
"Day 13 self isolating after 2 Moderna jabs, and 3 negative PCR test in 10 days. HC is not counting Canadians vaccinated o:side . So how do we know when we hit 75%. Virus is real, HC is a joke.",day self isolate moderna jab negative pcr test days count canadians vaccinate know hit virus real joke,1,-0.5106,negative,4,1,2,2,127,1,1.3862943611198906,0.0,0.6931471805599453,0.6931471805599453,4.844187086458591,0.0
Day 2 #ocsbPhotoChallenge I'm so grateful to the staff of the vaccine clinic at the QCH for giving me my first jab! It was the best day!,day grateful staff vaccine clinic qch give jab best day,1,0.802,positive,19,1,8947,471,378,15,2.9444389791664403,0.0,9.099073559547596,6.154858094016418,5.934894195619588,2.70805020110221
"Day 3 post-covid jab (astrazeneca AstraZeneca). Apart from a slightly sore arm, I feel fine. The birth control I took for over 2 decades had a higher risk of causing blood clots. If you're offered the jab, go get it! #GetVaccinated #AstraZeneca",day post covid jab astrazeneca astrazeneca apart slightly sore arm feel fine birth control take decades higher risk cause blood clot offer jab,1,-0.3626,negative,1,3,6167,95,90,5,0.0,1.0986122886681098,8.726967774991493,4.553876891600541,4.499809670330265,1.6094379124341003
Dear #AstraZeneca. Looks like we won't get that second date. But you were my first #COVIDvaccine. And I just gotta tell you how I feel. Because I'm never gonna love another vaccine like I love you. â¤ï¸ #GenXZeneca ðŸ§µ,dear look like win second date gotta tell feel gonna love vaccine like love,1,0.9628,positive,392,60,5639,30385,1907,215,5.971261839790462,4.0943445622221,8.637462023807181,10.321704344569456,7.553286605600419,5.3706380281276624
Dear #AstraZeneca. Looks like we won't get that second date. But you were my first #COVIDvaccine. And I just gotta tell you how I feel. Because I'm never gonna love another vaccine like I love you. â¤ï¸ #GenXZeneca ðŸ§µ,dear look like win second date gotta tell feel gonna love vaccine like love,1,0.9628,positive,1,60,18603,3169,2794,114,0.0,4.0943445622221,9.831078137017988,8.06117135969092,7.935229539816907,4.736198448394496
Dear #AstraZeneca. Looks like we won't get that second date. But you were my first #COVIDvaccine. And I just gotta tell you how I feel. Because I'm never gonna love another vaccine like I love you. â¤ï¸ #GenXZeneca ðŸ§µ,dear look like win second date gotta tell feel gonna love vaccine like love,1,0.9628,positive,1,60,288,31,148,3,0.0,4.0943445622221,5.662960480135946,3.4339872044851463,4.997212273764115,1.0986122886681098
Dear #AstraZeneca. Looks like we won't get that second date. But you were my first #COVIDvaccine. And I just gotta tell you how I feel. Because I'm never gonna love another vaccine like I love you. â¤ï¸ #GenXZeneca ðŸ§µ,dear look like win second date gotta tell feel gonna love vaccine like love,1,0.9628,positive,1,60,20042,1807,1918,132,0.0,4.0943445622221,9.905585350618274,7.499423290592229,7.559038255443384,4.882801922586371
Dear #AstraZeneca. Looks like we won't get that second date. But you were my first #COVIDvaccine. And I just gotta tell you how I feel. Because I'm never gonna love another vaccine like I love you. â¤ï¸ #GenXZeneca ðŸ§µ,dear look like win second date gotta tell feel gonna love vaccine like love,1,0.9628,positive,1,60,11035,3242,1738,137,0.0,4.0943445622221,9.308827318690836,8.08394570229562,7.460490305825338,4.919980925828125
Dear #AstraZeneca. Looks like we won't get that second date. But you were my first #COVIDvaccine. And I just gotta tell you how I feel. Because I'm never gonna love another vaccine like I love you. â¤ï¸ #GenXZeneca ðŸ§µ,dear look like win second date gotta tell feel gonna love vaccine like love,1,0.9628,positive,1,60,704,213,941,1,0.0,4.0943445622221,6.556778356158042,5.3612921657094255,6.846943139585379,0.0
Dear #AstraZeneca. Looks like we won't get that second date. But you were my first #COVIDvaccine. And I just gotta tell you how I feel. Because I'm never gonna love another vaccine like I love you. â¤ï¸ #GenXZeneca ðŸ§µ,dear look like win second date gotta tell feel gonna love vaccine like love,1,0.9628,positive,1,60,50743,755,762,32,0.0,4.0943445622221,10.834528956356191,6.626717749249025,6.635946555686647,3.4657359027997265
Dear #AstraZeneca. Looks like we won't get that second date. But you were my first #COVIDvaccine. And I just gotta tell you how I feel. Because I'm never gonna love another vaccine like I love you. â¤ï¸ #GenXZeneca ðŸ§µ,dear look like win second date gotta tell feel gonna love vaccine like love,1,0.9628,positive,1,60,24704,2866,1125,168,0.0,4.0943445622221,10.114720452824503,7.960672608388117,7.025538314638521,5.123963979403259
Dear #AstraZeneca. Looks like we won't get that second date. But you were my first #COVIDvaccine. And I just gotta tell you how I feel. Because I'm never gonna love another vaccine like I love you. â¤ï¸ #GenXZeneca ðŸ§µ,dear look like win second date gotta tell feel gonna love vaccine like love,1,0.9628,positive,1,60,121731,980,659,1,0.0,4.0943445622221,11.709568971271732,6.887552571664617,6.490723534502507,0.0
Dear #AstraZeneca. Looks like we won't get that second date. But you were my first #COVIDvaccine. And I just gotta tell you how I feel. Because I'm never gonna love another vaccine like I love you. â¤ï¸ #GenXZeneca ðŸ§µ,dear look like win second date gotta tell feel gonna love vaccine like love,1,0.9628,positive,1,60,2562,176,1478,3,0.0,4.0943445622221,7.848543482456679,5.170483995038151,7.298445101508147,1.0986122886681098
Dear #AstraZeneca. Looks like we won't get that second date. But you were my first #COVIDvaccine. And I just gotta tell you how I feel. Because I'm never gonna love another vaccine like I love you. â¤ï¸ #GenXZeneca ðŸ§µ,dear look like win second date gotta tell feel gonna love vaccine like love,1,0.9628,positive,1,60,6173,88,464,1,0.0,4.0943445622221,8.727940222393896,4.477336814478207,6.139884552226255,0.0
Dear #AstraZeneca. Looks like we won't get that second date. But you were my first #COVIDvaccine. And I just gotta tell you how I feel. Because I'm never gonna love another vaccine like I love you. â¤ï¸ #GenXZeneca ðŸ§µ,dear look like win second date gotta tell feel gonna love vaccine like love,1,0.9628,positive,1,60,39510,2757,4997,28,0.0,4.0943445622221,10.584309083405437,7.921898411023797,8.516593011344206,3.332204510175204
Dear #AstraZeneca. Looks like we won't get that second date. But you were my first #COVIDvaccine. And I just gotta tell you how I feel. Because I'm never gonna love another vaccine like I love you. â¤ï¸ #GenXZeneca ðŸ§µ,dear look like win second date gotta tell feel gonna love vaccine like love,1,0.9628,positive,1,60,14006,1327,1620,69,0.0,4.0943445622221,9.547241088215463,7.190676034332207,7.3901814282264295,4.23410650459726
Dear #AstraZeneca. Looks like we won't get that second date. But you were my first #COVIDvaccine. And I just gotta tell you how I feel. Because I'm never gonna love another vaccine like I love you. â¤ï¸ #GenXZeneca ðŸ§µ,dear look like win second date gotta tell feel gonna love vaccine like love,1,0.9628,positive,1,60,15965,286,991,2,0.0,4.0943445622221,9.678154105148883,5.655991810819852,6.898714534329988,0.6931471805599453
